daymet-data/43.0625x-71.0625,43.005895,-71.013202
daymet-data/40.9375x-72.6875,40.922326,-72.637078
daymet-data/42.0625x-72.5625,42.07061,-72.62029
daymet-data/42.4375x-72.5625,42.377651,-72.50323
daymet-data/42.4375x-72.0625,42.412094,-72.10443
daymet-data/42.3125x-72.4375,42.278424,-72.411
daymet-data/42.1875x-72.9375,42.174313,-72.94828
daymet-data/42.1875x-72.3125,42.206092,-72.340486
daymet-data/42.1875x-72.1875,42.126038,-72.20552
daymet-data/42.3125x-73.0625,42.271442,-73.01958
daymet-data/42.4375x-72.8125,42.390836,-72.84356
daymet-data/42.1875x-72.5625,42.161492,-72.60316
daymet-data/42.4375x-72.9375,42.465041,-72.91813
daymet-data/42.3125x-72.6875,42.27279,-72.68677
daymet-data/42.1875x-73.0625,42.175896,-73.04204
daymet-data/42.0625x-72.6875,42.070774,-72.67248
daymet-data/42.3125x-72.1875,42.33071,-72.18833
daymet-data/42.3125x-72.5625,42.254563,-72.51831
daymet-data/42.0625x-72.9375,42.086224,-72.94464
daymet-data/42.0625x-72.4375,42.064703,-72.41735
daymet-data/42.4375x-72.6875,42.381475,-72.69259
daymet-data/42.3125x-72.9375,42.290209,-72.87942
daymet-data/42.4375x-72.4375,42.479839,-72.49879
daymet-data/42.1875x-72.4375,42.174893,-72.47068
daymet-data/42.0625x-72.3125,42.089269,-72.317
daymet-data/42.3125x-72.0625,42.349769,-72.04413
daymet-data/42.5625x-72.9375,42.515853,-72.91661
daymet-data/42.1875x-72.8125,42.165931,-72.85153
daymet-data/42.1875x-72.6875,42.223885,-72.72777
daymet-data/42.4375x-72.1875,42.375998,-72.149388
daymet-data/42.0625x-72.8125,42.05283,-72.76966
daymet-data/42.0625x-72.1875,42.058024,-72.22517
daymet-data/42.3125x-72.3125,42.270611,-72.26067
daymet-data/42.4375x-73.3125,42.45384,-73.254
daymet-data/42.5625x-73.0625,42.619727,-73.11842
daymet-data/42.0625x-73.3125,42.057496,-73.32177
daymet-data/42.4375x-73.1875,42.3929,-73.228483
daymet-data/42.5625x-73.1875,42.551731,-73.1653
daymet-data/42.4375x-73.0625,42.476575,-73.11547
daymet-data/42.3125x-73.3125,42.279292,-73.343545
daymet-data/42.1875x-73.3125,42.189715,-73.35249
daymet-data/42.3125x-73.1875,42.299263,-73.2327
daymet-data/42.1875x-73.1875,42.139104,-73.20312
daymet-data/42.6875x-73.0625,42.696064,-73.10145
daymet-data/42.1875x-73.4375,42.198648,-73.446234
daymet-data/42.0625x-73.0625,42.088973,-73.12444
daymet-data/42.0625x-73.4375,42.103122,-73.45734
daymet-data/42.0625x-73.1875,42.0645,-73.24674
daymet-data/42.6875x-73.1875,42.689962,-73.22355
daymet-data/42.5625x-72.5625,42.605524,-72.60098
daymet-data/42.5625x-72.8125,42.521131,-72.81116
daymet-data/42.5625x-72.1875,42.579931,-72.20836
daymet-data/42.6875x-72.5625,42.678023,-72.55569
daymet-data/42.6875x-72.9375,42.626858,-72.87939
daymet-data/42.6875x-72.6875,42.673371,-72.73104
daymet-data/42.5625x-72.6875,42.508313,-72.70403
daymet-data/42.5625x-72.4375,42.607051,-72.41396
daymet-data/42.6875x-72.8125,42.669255,-72.80494
daymet-data/42.4375x-72.3125,42.485899,-72.33345
daymet-data/42.5625x-72.3125,42.599614,-72.29263
daymet-data/42.6875x-72.1875,42.671012,-72.16999
daymet-data/42.6875x-72.3125,42.667152,-72.32729
daymet-data/42.5625x-71.8125,42.578689,-71.80338
daymet-data/42.3125x-71.5625,42.286575,-71.585753
daymet-data/42.6875x-71.9375,42.658768,-71.93287
daymet-data/42.6875x-71.8125,42.672005,-71.8137
daymet-data/42.5625x-71.5625,42.549821,-71.59136
daymet-data/42.5625x-72.0625,42.608903,-72.08021
daymet-data/42.5625x-71.9375,42.575355,-71.99183
daymet-data/42.4375x-71.9375,42.477515,-71.99654
daymet-data/42.5625x-71.4375,42.540052,-71.49085
daymet-data/42.5625x-71.6875,42.582839,-71.72051
daymet-data/42.6875x-71.5625,42.665686,-71.5929
daymet-data/42.4375x-71.5625,42.488666,-71.62412
daymet-data/42.6875x-71.6875,42.658738,-71.69204
daymet-data/42.4375x-71.4375,42.446396,-71.459405
daymet-data/42.6875x-72.0625,42.675441,-72.0467
daymet-data/42.3125x-71.9375,42.364807,-71.896868
daymet-data/42.1875x-71.8125,42.20361,-71.83843
daymet-data/42.4375x-71.6875,42.380562,-71.62665
daymet-data/42.0625x-71.5625,42.028147,-71.52999
daymet-data/42.3125x-71.6875,42.338392,-71.73026
daymet-data/42.1875x-72.0625,42.200374,-72.09787
daymet-data/42.1875x-71.9375,42.135142,-71.96961
daymet-data/42.0625x-72.0625,42.109748,-72.079455
daymet-data/42.0625x-71.6875,42.061437,-71.72887
daymet-data/42.1875x-71.6875,42.201674,-71.68771
daymet-data/42.3125x-71.8125,42.338962,-71.84434
daymet-data/42.0625x-71.8125,42.117527,-71.8657
daymet-data/42.4375x-71.8125,42.436875,-71.77333
daymet-data/42.1875x-71.5625,42.17382,-71.60971
daymet-data/42.0625x-71.9375,42.049864,-71.9173
daymet-data/42.3125x-71.4375,42.318695,-71.42344
daymet-data/42.4375x-71.3125,42.496679,-71.27504
daymet-data/42.5625x-71.3125,42.5286,-71.35084
daymet-data/42.1875x-71.4375,42.196065,-71.43797
daymet-data/42.1875x-71.3125,42.231025,-71.37202
daymet-data/42.3125x-71.3125,42.345583,-71.35643
daymet-data/42.4375x-71.1875,42.484545,-71.15206
daymet-data/42.5625x-71.1875,42.506362,-71.20008
daymet-data/42.6875x-71.1875,42.646942,-71.1513
daymet-data/42.8125x-71.0625,42.800429,-71.11087
daymet-data/42.6875x-71.3125,42.677772,-71.316
daymet-data/42.6875x-70.9375,42.729437,-70.98291
daymet-data/42.6875x-71.0625,42.683841,-71.11171
daymet-data/42.6875x-71.4375,42.634199,-71.39322
daymet-data/42.5625x-71.0625,42.583436,-71.0982
daymet-data/42.4375x-71.0625,42.461246,-70.946743
daymet-data/42.5625x-70.9375,42.474409,-70.90588
daymet-data/42.8125x-70.9375,42.854423,-70.93547
daymet-data/42.6875x-70.8125,42.631753,-70.77925
daymet-data/42.5625x-70.8125,42.624015,-70.67552
daymet-data/41.9375x-70.6875,41.970474,-70.701357
daymet-data/42.0625x-71.4375,42.075122,-71.47953
daymet-data/42.0625x-70.6875,42.081825,-70.643868
daymet-data/42.1875x-71.1875,42.166776,-71.1343
daymet-data/42.1875x-70.8125,42.241908,-70.81223
daymet-data/41.8125x-71.4375,41.817398,-71.453674
daymet-data/41.9375x-71.1875,41.998799,-71.200894
daymet-data/42.0625x-71.1875,42.061427,-71.24232
daymet-data/42.1875x-70.9375,42.225708,-70.88764
daymet-data/42.0625x-71.3125,42.111836,-71.32855
daymet-data/42.1875x-71.0625,42.180048,-71.08923
daymet-data/42.3125x-71.0625,42.370567,-71.026964
daymet-data/42.3125x-71.1875,42.284678,-71.13052
daymet-data/42.0625x-71.0625,42.0794,-71.03441
daymet-data/41.9375x-70.9375,41.979501,-70.97215
daymet-data/42.0625x-70.8125,42.040708,-70.827245
daymet-data/41.8125x-70.8125,41.873697,-70.7656
daymet-data/42.0625x-70.9375,42.029083,-70.95227
daymet-data/41.9375x-70.8125,41.999851,-70.85395
daymet-data/41.8125x-70.5625,41.888198,-70.581029
daymet-data/41.8125x-70.9375,41.835094,-70.95973
daymet-data/41.8125x-70.6875,41.805219,-70.62642
daymet-data/41.6875x-70.1875,41.662531,-70.14021
