"city","state","lon","lat"
"Becker","MN",-93.8125,45.4375
"Big Lake","MN",-93.6875,45.3125
"Bird Island","MN",-94.9375,44.8125
"Osseo","MN",-93.4375,45.0625
"Brownton","MN",-94.3125,44.6875
"Buffalo","MN",-93.8125,45.1875
"Buffalo Lake","MN",-94.5625,44.8125
"Carver","MN",-93.6875,44.6875
"Champlin","MN",-93.4375,45.1875
"Chanhassen","MN",-93.5625,44.8125
"Chaska","MN",-93.5625,44.8125
"Clear Lake","MN",-93.9375,45.4375
"Clearwater","MN",-94.0625,45.4375
"Cokato","MN",-94.1875,45.0625
"Cologne","MN",-93.8125,44.8125
"Crystal Bay","MN",-93.4375,45.0625
"Darwin","MN",-94.4375,45.0625
"Dassel","MN",-94.3125,45.0625
"Dayton","MN",-93.4375,45.1875
"Delano","MN",-93.8125,45.0625
"Eden Valley","MN",-94.5625,45.3125
"Elk River","MN",-93.5625,45.3125
"Excelsior","MN",-93.5625,44.9375
"Fairfax","MN",-94.6875,44.5625
"Franklin","MN",-94.8125,44.5625
"Gaylord","MN",-94.1875,44.5625
"Gibbon","MN",-94.5625,44.5625
"Glencoe","MN",-94.1875,44.8125
"Green Isle","MN",-94.0625,44.6875
"Hamburg","MN",-93.9375,44.6875
"Hamel","MN",-93.5625,45.0625
"Hanover","MN",-93.6875,45.1875
"Hector","MN",-94.6875,44.6875
"Eden Prairie","MN",-93.4375,44.8125
"Minnetonka","MN",-93.4375,44.9375
"Maple Plain","MN",-93.4375,44.8125
"Howard Lake","MN",-94.0625,45.0625
"Hutchinson","MN",-94.4375,44.9375
"Jordan","MN",-93.5625,44.6875
"Kimball","MN",-94.3125,45.3125
"Lester Prairie","MN",-94.0625,44.9375
"Litchfield","MN",-94.5625,45.0625
"Long Lake","MN",-93.5625,44.9375
"Loretto","MN",-93.6875,45.0625
"Maple Lake","MN",-94.0625,45.1875
"Mayer","MN",-93.9375,44.9375
"Minnetonka Beach","MN",-93.5625,44.9375
"Monticello","MN",-93.8125,45.3125
"Montrose","MN",-93.9375,45.0625
"Mound","MN",-93.6875,44.9375
"New Auburn","MN",-94.1875,44.6875
"New Germany","MN",-93.9375,44.9375
"Norwood","MN",-93.9375,44.8125
"Plato","MN",-94.0625,44.8125
"Princeton","MN",-93.5625,45.5625
"Prior Lake","MN",-93.4375,44.6875
"Rockford","MN",-93.6875,45.0625
"Rogers","MN",-93.5625,45.1875
"Saint Bonifacius","MN",-93.6875,44.9375
"Saint Michael","MN",-93.6875,45.1875
"Santiago","MN",-93.8125,45.5625
"Savage","MN",-93.3125,44.8125
"Shakopee","MN",-93.5625,44.8125
"Silver Creek","MN",-93.9375,45.3125
"Silver Lake","MN",-94.1875,44.9375
"South Haven","MN",-94.1875,45.3125
"Spring Park","MN",-93.6875,44.9375
"Stewart","MN",-94.4375,44.6875
"Victoria","MN",-93.6875,44.8125
"Waconia","MN",-93.8125,44.8125
"Watertown","MN",-93.8125,44.9375
"Watkins","MN",-94.4375,45.3125
"Waverly","MN",-93.9375,45.0625
"Wayzata","MN",-93.5625,44.9375
"Navarre","MN",-93.4375,45.0625
"Young America","MN",-93.8125,44.8125
"Winsted","MN",-94.0625,44.9375
"Winthrop","MN",-94.3125,44.5625
"Zimmerman","MN",-93.5625,45.4375
"Minneapolis","MN",-93.3125,44.9375
"Beaver Bay","MN",-91.3125,47.3125
"Brimson","MN",-91.9375,47.3125
"Finland","MN",-91.1875,47.5625
"Grand Marais","MN",-90.5625,47.9375
"Grand Portage","MN",-89.8125,47.9375
"Hovland","MN",-90.0625,47.9375
"Isabella","MN",-91.5625,47.6875
"Knife River","MN",-91.8125,46.9375
"Lutsen","MN",-90.6875,47.8125
"Schroeder","MN",-90.9375,47.6875
"Silver Bay","MN",-91.3125,47.3125
"Tofte","MN",-90.8125,47.6875
"Two Harbors","MN",-91.6875,47.0625
"Barnum","MN",-92.6875,46.4375
"Adolph","MN",-92.4375,47.6875
"Alborn","MN",-92.6875,46.9375
"Angora","MN",-92.8125,47.8125
"Askov","MN",-92.8125,46.1875
"Aurora","MN",-92.1875,47.4375
"Babbitt","MN",-91.9375,47.6875
"Biwabik","MN",-92.3125,47.5625
"Bovey","MN",-93.4375,47.3125
"Britt","MN",-92.6875,47.6875
"Brookston","MN",-92.6875,46.8125
"Bruno","MN",-92.5625,46.3125
"Buhl","MN",-92.8125,47.4375
"Calumet","MN",-93.3125,47.3125
"Canyon","MN",-92.4375,47.0625
"Carlton","MN",-92.4375,46.6875
"Chisholm","MN",-92.9375,47.5625
"Cloquet","MN",-92.4375,46.6875
"Cohasset","MN",-93.6875,47.1875
"Coleraine","MN",-93.4375,47.3125
"Cook","MN",-92.8125,47.8125
"Cotton","MN",-92.4375,47.1875
"Crane Lake","MN",-92.5625,48.3125
"Cromwell","MN",-92.8125,46.6875
"Bigfork","MN",-93.6875,47.8125
"Grand Rapids","MN",-93.9375,47.0625
"Ely","MN",-91.9375,47.9375
"Embarrass","MN",-92.1875,47.5625
"Esko","MN",-92.3125,46.6875
"Eveleth","MN",-92.5625,47.4375
"Finlayson","MN",-93.0625,46.3125
"Floodwood","MN",-92.9375,46.9375
"Forbes","MN",-92.6875,47.3125
"Gilbert","MN",-92.4375,47.4375
"Goodland","MN",-93.1875,47.1875
"Hibbing","MN",-92.9375,47.4375
"Hill City","MN",-93.5625,46.9375
"Holyoke","MN",-92.4375,46.4375
"Hoyt Lakes","MN",-92.0625,47.5625
"Iron","MN",-92.6875,47.4375
"Jacobson","MN",-93.3125,46.9375
"Keewatin","MN",-93.0625,47.4375
"Kerrick","MN",-92.5625,46.3125
"Kettle River","MN",-92.9375,46.5625
"Kinney","MN",-92.6875,47.5625
"Mcgregor","MN",-93.3125,46.6875
"McKinley","MN",-92.4375,47.5625
"Makinen","MN",-92.1875,47.3125
"Marble","MN",-93.3125,47.3125
"Meadowlands","MN",-92.8125,47.0625
"Melrude","MN",-92.4375,47.1875
"Moose Lake","MN",-92.8125,46.4375
"Mountain Iron","MN",-92.6875,47.5625
"Nashwauk","MN",-93.1875,47.4375
"Orr","MN",-92.8125,48.0625
"Nett Lake","MN",-93.0625,48.0625
"Pengilly","MN",-93.1875,47.3125
"Virginia","MN",-92.4375,47.6875
"Clark","MN",-93.1875,46.6875
"Saginaw","MN",-92.4375,46.9375
"Sawyer","MN",-92.6875,46.6875
"Side Lake","MN",-93.0625,47.6875
"Soudan","MN",-92.1875,47.8125
"Sturgeon Lake","MN",-92.8125,46.4375
"Swan River","MN",-93.1875,47.0625
"Swatara","MN",-93.6875,46.9375
"Taconite","MN",-93.4375,47.3125
"Tamarack","MN",-93.1875,46.6875
"Tower","MN",-92.3125,47.8125
"Twig","MN",-92.4375,47.6875
"Warba","MN",-93.3125,47.0625
"Willow River","MN",-92.8125,46.3125
"Winton","MN",-91.8125,47.9375
"Wrenshall","MN",-92.4375,46.5625
"Wright","MN",-92.9375,46.6875
"Rochester","MN",-92.4375,44.0625
"Adams","MN",-92.6875,43.5625
"Altura","MN",-91.9375,44.1875
"Austin","MN",-92.9375,43.6875
"Blooming Prairie","MN",-93.0625,43.9375
"Brownsdale","MN",-92.8125,43.6875
"Brownsville","MN",-91.3125,43.6875
"Byron","MN",-92.6875,44.0625
"Caledonia","MN",-91.4375,43.6875
"Canton","MN",-91.9375,43.5625
"Chatfield","MN",-92.1875,43.8125
"Claremont","MN",-93.0625,44.0625
"Dakota","MN",-91.4375,43.9375
"Dexter","MN",-92.6875,43.6875
"Dodge Center","MN",-92.8125,44.0625
"Dover","MN",-92.1875,43.9375
"Eitzen","MN",-91.4375,43.5625
"Elgin","MN",-92.3125,44.1875
"Elkton","MN",-92.6875,43.6875
"Eyota","MN",-92.1875,44.0625
"Fountain","MN",-92.1875,43.6875
"Grand Meadow","MN",-92.5625,43.6875
"Harmony","MN",-92.0625,43.5625
"Hayfield","MN",-92.8125,43.9375
"Hokah","MN",-91.3125,43.8125
"Homer","MN",-91.6875,44.0625
"Houston","MN",-91.5625,43.8125
"Kasson","MN",-92.8125,44.0625
"Kellogg","MN",-92.0625,44.3125
"Kenyon","MN",-92.9375,44.3125
"La Crescent","MN",-91.3125,43.8125
"Lanesboro","MN",-91.9375,43.6875
"Lansing","MN",-92.9375,43.6875
"Le Roy","MN",-92.5625,43.5625
"Lewiston","MN",-91.8125,43.9375
"Lyle","MN",-92.9375,43.5625
"Mabel","IA",-91.9375,43.4375
"Mantorville","MN",-92.8125,44.0625
"Mazeppa","MN",-92.5625,44.3125
"Millville","MN",-92.3125,44.1875
"Minnesota City","MN",-91.6875,44.0625
"Oronoco","MN",-92.5625,44.1875
"Ostrander","MN",-92.4375,43.5625
"Peterson","MN",-91.8125,43.8125
"Pine Island","MN",-92.6875,44.1875
"Plainview","MN",-92.1875,44.1875
"Preston","MN",-92.0625,43.6875
"Racine","MN",-92.5625,43.8125
"Reads Landing","MN",-92.3125,44.3125
"Rollingstone","MN",-91.8125,44.0625
"Rose Creek","MN",-92.8125,43.5625
"Rushford","MN",-91.8125,43.8125
"Saint Charles","MN",-92.0625,43.9375
"Sargeant","MN",-92.8125,43.8125
"Spring Grove","MN",-91.6875,43.5625
"Spring Valley","MN",-92.3125,43.6875
"Stewartville","MN",-92.4375,43.8125
"Taopi","MN",-92.6875,43.5625
"West Albany","MN",-92.1875,44.3125
"Utica","MN",-91.9375,43.9375
"Wabasha","MN",-92.0625,44.3125
"Waltham","MN",-92.9375,43.8125
"Wanamingo","MN",-92.8125,44.3125
"West Concord","MN",-92.9375,44.1875
"Winona","MN",-91.6875,44.0625
"Stockton","MN",-91.8125,44.0625
"Wykoff","MN",-92.3125,43.6875
"Zumbro Falls","MN",-92.4375,44.1875
"Zumbrota","MN",-92.6875,44.3125
"Mankato","MN",-93.9375,44.1875
"Albert Lea","MN",-93.3125,43.6875
"Alden","MN",-93.5625,43.6875
"Amboy","MN",-94.1875,43.9375
"Belle Plaine","MN",-93.8125,44.5625
"Blue Earth","MN",-94.0625,43.6875
"Bricelyn","MN",-93.8125,43.5625
"Clarks Grove","MN",-93.3125,43.8125
"Cleveland","MN",-93.8125,44.3125
"Comfrey","MN",-94.9375,44.0625
"Conger","MN",-93.5625,43.5625
"Courtland","MN",-94.3125,44.3125
"Darfur","MN",-94.8125,44.0625
"Delavan","MN",-94.0625,43.8125
"Eagle Lake","MN",-93.8125,44.1875
"Easton","MN",-93.9375,43.8125
"Ellendale","MN",-93.3125,43.9375
"Elmore","IA",-94.0625,43.4375
"Elysian","MN",-93.6875,44.1875
"Emmons","MN",-93.5625,43.5625
"Essig","MN",-94.5625,44.3125
"Fairmont","MN",-94.4375,43.6875
"Freeborn","MN",-93.5625,43.8125
"Frost","MN",-93.9375,43.5625
"Garden City","MN",-94.1875,44.0625
"Geneva","MN",-93.3125,43.8125
"Glenville","MN",-93.1875,43.5625
"Good Thunder","MN",-94.0625,44.0625
"Granada","MN",-94.3125,43.6875
"Hanska","MN",-94.5625,44.1875
"Hartland","MN",-93.4375,43.8125
"Hayward","MN",-93.1875,43.6875
"Henderson","MN",-93.9375,44.5625
"Hollandale","MN",-93.1875,43.8125
"Hope","MN",-93.3125,43.9375
"Huntley","MN",-94.1875,43.6875
"Janesville","MN",-93.6875,44.0625
"Kasota","MN",-93.9375,44.3125
"Kiester","MN",-93.6875,43.5625
"Kilkenny","MN",-93.5625,44.3125
"Lafayette","MN",-94.4375,44.4375
"Lake Crystal","MN",-94.1875,44.1875
"La Salle","MN",-94.5625,44.0625
"Le Center","MN",-93.6875,44.4375
"Le Sueur","MN",-93.9375,44.4375
"Lewisville","MN",-94.4375,43.9375
"Madelia","MN",-94.4375,44.0625
"Madison Lake","MN",-93.8125,44.1875
"Manchester","MN",-93.4375,43.6875
"Mapleton","MN",-93.9375,43.9375
"Minnesota Lake","MN",-93.8125,43.8125
"Montgomery","MN",-93.5625,44.4375
"New Prague","MN",-93.5625,44.5625
"New Richland","MN",-93.5625,43.9375
"New Ulm","MN",-94.4375,44.3125
"Nicollet","MN",-94.1875,44.3125
"Northrop","MN",-94.4375,43.6875
"Oakland","MN",-93.0625,43.6875
"Pemberton","MN",-93.8125,44.0625
"Saint Clair","MN",-93.8125,44.0625
"Saint James","MN",-94.6875,43.9375
"Saint Peter","MN",-93.9375,44.3125
"Sanborn","MN",-95.1875,44.1875
"Searles","MN",-94.6875,44.3125
"Sleepy Eye","MN",-94.6875,44.3125
"Springfield","MN",-94.9375,44.1875
"Truman","MN",-94.4375,43.8125
"Twin Lakes","MN",-93.4375,43.5625
"Vernon Center","MN",-94.1875,43.9375
"Waldorf","MN",-93.6875,43.9375
"Waseca","MN",-93.5625,44.0625
"Waterville","MN",-93.5625,44.1875
"Wells","MN",-93.6875,43.6875
"Winnebago","MN",-94.1875,43.8125
"Windom","MN",-95.1875,43.8125
"Adrian","MN",-95.9375,43.6875
"Alpha","MN",-94.8125,43.6875
"Arco","MN",-96.1875,44.4375
"Avoca","MN",-95.5625,43.9375
"Balaton","MN",-95.9375,44.1875
"Beaver Creek","MN",-96.4375,43.5625
"Bigelow","MN",-95.6875,43.5625
"Bingham Lake","MN",-95.0625,43.9375
"Brewster","MN",-95.4375,43.6875
"Butterfield","MN",-94.8125,43.9375
"Ceylon","MN",-94.6875,43.5625
"Chandler","MN",-95.9375,43.9375
"Currie","MN",-95.5625,44.0625
"Dovray","MN",-95.5625,44.0625
"Graham Lakes","MN",-95.5625,43.8125
"Dunnell","MN",-94.8125,43.5625
"Edgerton","MN",-96.1875,43.9375
"Florence","MN",-96.0625,44.1875
"Fulda","MN",-95.5625,43.8125
"Garvin","MN",-95.8125,44.1875
"Hardwick","MN",-96.1875,43.8125
"Powers","MN",-94.4375,46.8125
"Hendricks","MN",-96.4375,44.5625
"Heron Lake","MN",-95.3125,43.8125
"Hills","MN",-96.3125,43.5625
"Holland","MN",-96.1875,44.0625
"Ihlen","MN",-96.3125,43.9375
"Iona","MN",-95.8125,43.9375
"Ivanhoe","MN",-96.1875,44.4375
"Jackson","MN",-95.0625,43.6875
"Jasper","MN",-96.4375,43.8125
"Jeffers","MN",-95.1875,44.0625
"Kanaranzi","MN",-96.3125,43.6875
"Kenneth","MN",-96.0625,43.8125
"Lake Benton","MN",-96.3125,44.3125
"Lakefield","MN",-95.1875,43.6875
"Lake Wilson","MN",-95.9375,44.0625
"Lamberton","MN",-95.3125,44.1875
"Leota","MN",-96.0625,43.8125
"Lismore","MN",-95.9375,43.8125
"Luverne","MN",-96.1875,43.6875
"Lynd","MN",-95.9375,44.4375
"Magnolia","MN",-96.0625,43.6875
"Mountain Lake","MN",-94.9375,43.9375
"Odin","MN",-94.8125,43.8125
"Okabena","MN",-95.3125,43.6875
"Ormsby","MN",-94.6875,43.8125
"Pipestone","MN",-96.3125,44.0625
"Reading","MN",-95.6875,43.6875
"Revere","MN",-95.3125,44.1875
"Round Lake","MN",-95.4375,43.5625
"Rushmore","MN",-95.8125,43.5625
"Russell","MN",-95.9375,44.3125
"Ruthton","MN",-96.0625,44.1875
"Sherburn","MN",-94.6875,43.6875
"Slayton","MN",-95.8125,44.0625
"Steen","MN",-96.1875,43.5625
"Storden","MN",-95.3125,44.0625
"Tracy","MN",-95.5625,44.3125
"Trimont","MN",-94.6875,43.8125
"Trosky","MN",-96.3125,43.9375
"Tyler","MN",-96.0625,44.3125
"Walnut Grove","MN",-95.4375,44.1875
"Welcome","MN",-94.5625,43.6875
"Westbrook","MN",-95.4375,44.0625
"Wilmont","MN",-95.8125,43.8125
"Woodstock","MN",-96.0625,44.0625
"Worthington","MN",-95.5625,43.5625
"Willmar","MN",-95.0625,45.0625
"Alberta","MN",-96.0625,45.5625
"Appleton","MN",-96.0625,45.1875
"Atwater","MN",-94.8125,45.1875
"Barry","MN",-96.5625,45.5625
"Beardsley","MN",-96.6875,45.5625
"Bellingham","MN",-96.3125,45.1875
"Belview","MN",-95.3125,44.5625
"Benson","MN",-95.5625,45.3125
"Blomkest","MN",-95.0625,44.9375
"Boyd","MN",-95.9375,44.8125
"Browns Valley","MN",-96.8125,45.5625
"Canby","MN",-96.3125,44.6875
"Chokio","MN",-96.1875,45.5625
"Clara City","MN",-95.3125,44.9375
"Clarkfield","MN",-95.8125,44.8125
"Clements","MN",-95.0625,44.4375
"Clinton","MN",-96.4375,45.4375
"Clontarf","MN",-95.6875,45.4375
"Correll","MN",-96.1875,45.3125
"Cosmos","MN",-94.6875,44.9375
"Cottonwood","MN",-95.6875,44.5625
"Danube","MN",-95.0625,44.8125
"Danvers","MN",-95.8125,45.3125
"Dawson","MN",-96.0625,44.9375
"Donnelly","MN",-96.0625,45.6875
"Dumont","MN",-96.4375,45.6875
"Echo","MN",-95.4375,44.5625
"Ghent","MN",-95.9375,44.5625
"Graceville","MN",-96.4375,45.5625
"Granite Falls","MN",-95.5625,44.8125
"Grove City","MN",-94.6875,45.1875
"Hancock","MN",-95.8125,45.4375
"Hanley Falls","MN",-95.6875,44.6875
"Hawick","MN",-94.8125,45.3125
"Herman","MN",-96.1875,45.8125
"Holloway","MN",-95.9375,45.3125
"Kandiyohi","MN",-94.9375,45.1875
"Kerkhoven","MN",-95.3125,45.1875
"Lake Lillian","MN",-94.9375,44.9375
"Lucan","MN",-95.4375,44.4375
"Madison","MN",-96.1875,45.0625
"Marietta","MN",-96.4375,44.9375
"Marshall","MN",-95.8125,44.4375
"Maynard","MN",-95.4375,44.9375
"Milan","MN",-95.8125,45.0625
"Milroy","MN",-95.5625,44.4375
"Minneota","MN",-95.9375,44.5625
"Montevideo","MN",-95.6875,44.9375
"Morgan","MN",-94.9375,44.4375
"Morris","MN",-95.9375,45.5625
"Morton","MN",-94.9375,44.5625
"Murdock","MN",-95.4375,45.1875
"New London","MN",-94.9375,45.3125
"Norcross","MN",-96.1875,45.9375
"Odessa","MN",-96.3125,45.1875
"Olivia","MN",-94.9375,44.8125
"Ortonville","MN",-96.4375,45.3125
"Pennock","MN",-95.1875,45.1875
"Porter","MN",-96.1875,44.6875
"Prinsburg","MN",-95.1875,44.9375
"Raymond","MN",-95.1875,45.0625
"Redwood Falls","MN",-95.1875,44.5625
"Renville","MN",-95.1875,44.8125
"Sacred Heart","MN",-95.3125,44.8125
"St. Leo","MN",-96.0625,44.6875
"Seaforth","MN",-95.3125,44.4375
"Spicer","MN",-94.9375,45.1875
"Sunburg","MN",-95.1875,45.3125
"Taunton","MN",-96.0625,44.5625
"Vesta","MN",-95.4375,44.5625
"Wabasso","MN",-95.3125,44.4375
"Wanda","MN",-95.1875,44.3125
"Watson","MN",-95.8125,45.0625
"Wheaton","MN",-96.4375,45.8125
"Wood Lake","MN",-95.5625,44.6875
"Saint Cloud","MN",-94.1875,45.5625
"Albany","MN",-94.5625,45.6875
"Alexandria","MN",-95.4375,45.9375
"Ashby","MN",-95.8125,46.0625
"Avon","MN",-94.4375,45.5625
"Barrett","MN",-95.9375,45.9375
"Belgrade","MN",-94.9375,45.4375
"Bock","MN",-93.5625,45.8125
"Bowlus","MN",-94.4375,45.8125
"Brandon","MN",-95.5625,45.9375
"Brooten","MN",-95.1875,45.5625
"Buckman","MN",-94.1875,46.0625
"Burtrum","MN",-94.6875,45.8125
"Carlos","MN",-95.3125,45.9375
"Cold Spring","MN",-94.4375,45.4375
"Collegeville","MN",-94.4375,45.5625
"Cyrus","MN",-95.6875,45.6875
"Dalton","MN",-95.9375,46.1875
"Elrosa","MN",-94.9375,45.5625
"Evansville","MN",-95.6875,46.0625
"Farwell","MN",-95.5625,45.8125
"Flensburg","MN",-94.5625,45.9375
"Foley","MN",-93.9375,45.6875
"Foreston","MN",-93.6875,45.6875
"Freeport","MN",-94.6875,45.6875
"Garfield","MN",-95.5625,45.9375
"Gilman","MN",-94.0625,45.6875
"Glenwood","MN",-95.3125,45.5625
"Greenwald","MN",-94.8125,45.5625
"Grey Eagle","MN",-94.8125,45.8125
"Hillman","MN",-93.9375,46.0625
"Hoffman","MN",-95.8125,45.8125
"Holdingford","MN",-94.4375,45.6875
"Holmes City","MN",-95.5625,45.8125
"Isle","MN",-93.4375,46.1875
"Kensington","MN",-95.6875,45.8125
"Lastrup","MN",-94.1875,46.0625
"Little Falls","MN",-94.3125,45.9375
"Long Prairie","MN",-94.8125,45.9375
"Lowry","MN",-95.5625,45.6875
"McGrath","MN",-93.3125,46.3125
"Melrose","MN",-94.8125,45.6875
"Milaca","MN",-93.6875,45.8125
"Miltona","MN",-95.3125,46.0625
"Nelson","MN",-95.1875,45.9375
"New Munich","MN",-94.8125,45.6875
"Oak Park","MN",-93.8125,45.6875
"Ogilvie","MN",-93.4375,45.8125
"Onamia","MN",-93.6875,46.0625
"Osakis","MN",-95.0625,45.9375
"Parkers Prairie","MN",-95.3125,46.1875
"Paynesville","MN",-94.6875,45.4375
"Pease","MN",-93.6875,45.6875
"Pierz","MN",-94.0625,45.9375
"Bowstring","MN",-93.9375,47.5625
"Rice","MN",-94.1875,45.6875
"Richmond","MN",-94.5625,45.4375
"Rockville","MN",-94.3125,45.4375
"Roscoe","MN",-94.6875,45.4375
"Royalton","MN",-94.3125,45.8125
"Saint Joseph","MN",-94.3125,45.5625
"Saint Stephen","MN",-94.3125,45.6875
"Saint Martin","MN",-94.6875,45.4375
"Sartell","MN",-94.1875,45.5625
"Sauk Centre","MN",-94.9375,45.6875
"Sauk Rapids","MN",-94.1875,45.5625
"Starbuck","MN",-95.5625,45.5625
"Swanville","MN",-94.5625,45.9375
"Upsala","MN",-94.5625,45.8125
"Villard","MN",-95.1875,45.6875
"Wahkon","MN",-93.5625,46.0625
"Waite Park","MN",-94.1875,45.5625
"Mount Morris","MN",-93.8125,45.9375
"West Union","MN",-95.0625,45.8125
"Brainerd","MN",-94.1875,46.3125
"Baxter","MN",-94.3125,46.3125
"Ah Gwah Ching","MN",-94.6875,46.8125
"Aitkin","MN",-93.6875,46.5625
"Acton","MN",-94.6875,45.9375
"Akeley","MN",-94.6875,46.9375
"Aldrich","MN",-94.9375,46.4375
"Backus","MN",-94.5625,46.8125
"Benedict","MN",-94.6875,47.1875
"Bertha","MN",-95.0625,46.3125
"Browerville","MN",-94.8125,46.1875
"Clarissa","MN",-94.9375,46.1875
"Crosby","MN",-93.9375,46.5625
"Crosslake","MN",-94.0625,46.6875
"Cushing","MN",-94.5625,46.1875
"Deerwood","MN",-93.9375,46.4375
"Eagle Bend","MN",-95.0625,46.1875
"Emily","MN",-93.9375,46.6875
"Fifty Lakes","MN",-94.0625,46.6875
"Fort Ripley","MN",-94.3125,46.1875
"Garrison","MN",-93.8125,46.1875
"Hackensack","MN",-94.4375,46.9375
"Hewitt","MN",-95.1875,46.3125
"Ironton","MN",-93.9375,46.4375
"Jenkins","MN",-94.3125,46.6875
"Lake George","MN",-94.9375,47.1875
"Lake Hubert","MN",-94.3125,46.4375
"Itasca","MN",-95.3125,47.1875
"Laporte","MN",-94.8125,47.3125
"Menahga","MN",-95.0625,46.8125
"Merrifield","MN",-94.0625,46.5625
"Motley","MN",-94.6875,46.3125
"Nevis","MN",-94.8125,46.9375
"Nisswa","MN",-94.3125,46.5625
"Palisade","MN",-93.5625,46.6875
"Park Rapids","MN",-95.0625,46.9375
"Pequot Lakes","MN",-94.3125,46.5625
"Pillager","MN",-94.4375,46.3125
"Pine River","MN",-94.4375,46.6875
"Randall","MN",-94.5625,46.0625
"Sebeka","MN",-95.0625,46.6875
"Nimrod","MN",-94.9375,46.5625
"Staples","MN",-94.8125,46.4375
"Verndale","MN",-94.9375,46.4375
"Wadena","MN",-95.1875,46.4375
"Walker","MN",-94.5625,47.0625
"Detroit Lakes","MN",-95.8125,46.8125
"Lake Eunice","MN",-95.9375,46.6875
"Ada","MN",-96.5625,47.3125
"Audubon","MN",-95.9375,46.8125
"Baker","MN",-96.5625,46.6875
"Barnesville","MN",-96.4375,46.6875
"Battle Lake","MN",-95.6875,46.3125
"Bejou","MN",-95.9375,47.4375
"Beltrami","MN",-96.5625,47.5625
"Bluffton","MN",-95.3125,46.4375
"Borup","MN",-96.5625,47.1875
"Breckenridge","MN",-96.5625,46.3125
"Callaway","MN",-95.8125,47.0625
"Campbell","MN",-96.4375,46.1875
"Climax","MN",-96.8125,47.6875
"Clitherall","MN",-95.5625,46.1875
"Comstock","MN",-96.6875,46.6875
"Deer Creek","MN",-95.3125,46.4375
"Dent","MN",-95.8125,46.5625
"Dilworth","MN",-96.6875,46.9375
"Elbow Lake","MN",-95.9375,45.9375
"Elizabeth","MN",-96.1875,46.4375
"Erhard","MN",-96.0625,46.4375
"Erskine","MN",-96.0625,47.6875
"Felton","MN",-96.5625,47.0625
"Fergus Falls","MN",-96.0625,46.3125
"Fertile","MN",-96.3125,47.5625
"Flom","MN",-96.4375,47.3125
"Fosston","MN",-95.6875,47.5625
"Foxhome","MN",-96.3125,46.3125
"Frazee","MN",-95.6875,46.6875
"Gary","MN",-96.1875,47.3125
"Georgetown","MN",-96.6875,47.0625
"Glyndon","MN",-96.5625,46.9375
"Halstad","MN",-96.8125,47.3125
"Hawley","MN",-96.3125,46.8125
"Hendrum","MN",-96.8125,47.3125
"Henning","MN",-95.4375,46.3125
"Hitterdal","MN",-96.1875,46.9375
"Kent","MN",-96.5625,46.4375
"Lake Park","MN",-96.0625,46.8125
"Mcintosh","MN",-95.9375,47.6875
"Mahnomen","MN",-95.9375,47.3125
"Moorhead","MN",-96.8125,46.8125
"Nashua","MN",-96.3125,46.0625
"Naytahwaush","MN",-95.5625,47.3125
"New York Mills","MN",-95.4375,46.5625
"Nielsville","MN",-96.8125,47.5625
"Ogema","MN",-95.8125,47.0625
"Osage","MN",-95.3125,46.9375
"Ottertail","MN",-95.5625,46.4375
"Pelican Rapids","MN",-96.0625,46.5625
"Perham","MN",-95.5625,46.5625
"Perley","MN",-96.6875,47.1875
"Ponsford","MN",-95.4375,47.0625
"Richville","MN",-95.6875,46.4375
"Richwood","MN",-95.6875,46.9375
"Rochert","MN",-95.6875,46.9375
"Rothsay","MN",-96.3125,46.4375
"Sabin","MN",-96.6875,46.8125
"Shelly","MN",-96.8125,47.4375
"Tintah","MN",-96.4375,46.0625
"Twin Valley","MN",-96.1875,47.1875
"Ulen","MN",-96.1875,47.0625
"Underwood","MN",-95.8125,46.3125
"Vergas","MN",-95.8125,46.6875
"Vining","MN",-95.5625,46.1875
"Waubun","MN",-95.6875,47.1875
"Wendell","MN",-96.1875,46.0625
"White Earth","MN",-95.6875,46.9375
"Winger","MN",-96.0625,47.5625
"Wolf Lake","MN",-95.4375,46.8125
"Wolverton","MN",-96.6875,46.5625
"Bemidji","MN",-94.8125,47.5625
"Bagley","MN",-95.4375,47.4375
"Baudette","MN",-94.5625,48.6875
"Bena","MN",-94.1875,47.3125
"Big Falls","MN",-93.8125,48.1875
"Birchdale","MN",-94.1875,48.5625
"Blackduck","MN",-94.5625,47.6875
"Cass Lake","MN",-94.5625,47.3125
"Clearbrook","MN",-95.4375,47.6875
"Deer River","MN",-93.8125,47.4375
"Talmoon","MN",-93.8125,47.5625
"Effie","MN",-93.5625,47.8125
"Federal Dam","MN",-94.1875,47.1875
"Fleming","MN",-93.5625,46.6875
"Gonvick","MN",-95.5625,47.8125
"Gully","MN",-95.6875,47.8125
"Hines","MN",-94.5625,47.6875
"International Falls","MN",-93.4375,48.5625
"Kelliher","MN",-94.5625,47.9375
"Lengby","MN",-95.6875,47.4375
"Leonard","MN",-95.1875,47.6875
"Littlefork","MN",-93.5625,48.3125
"Loman","MN",-93.8125,48.5625
"Longville","MN",-94.1875,46.9375
"Marcell","MN",-93.6875,47.5625
"Margie","MN",-93.8125,48.3125
"Max","MN",-94.0625,47.6875
"Mizpah","MN",-94.1875,47.9375
"Northome","MN",-94.1875,47.8125
"Outing","MN",-93.9375,46.8125
"Pennington","MN",-94.4375,47.4375
