"city","state","lon","lat"
"Nokesville","VA",-77.5625,38.6875
"Upperville","VA",-77.8125,38.9375
"Warrenton","VA",-77.8125,38.6875
"Reston","VA",-77.3125,38.9375
"Waterford","VA",-77.6875,39.1875
"The Plains","VA",-77.8125,38.9375
"Washington Navy Yard","DC",-76.9375,38.8125
"Dhs","MD",-76.8125,38.6875
"Dhs","VA",-77.0625,38.8125
"Waldorf","MD",-76.8125,38.6875
"Abell","MD",-76.6875,38.3125
"Accokeek","MD",-77.0625,38.6875
"Aquasco","MD",-76.6875,38.5625
"Avenue","MD",-76.8125,38.3125
"Barstow","MD",-76.5625,38.4375
"Bel Alton","MD",-76.9375,38.4375
"Benedict","MD",-76.6875,38.5625
"Brandywine","MD",-76.8125,38.6875
"Broomes Island","MD",-76.5625,38.4375
"Bryans Road","MD",-77.0625,38.6875
"Bryantown","MD",-76.8125,38.5625
"Bushwood","MD",-76.8125,38.3125
"California","MD",-76.5625,38.3125
"Callaway","MD",-76.4375,38.1875
"Chaptico","MD",-76.8125,38.3125
"Charlotte Hall","MD",-76.8125,38.4375
"Cheltenham","MD",-76.8125,38.6875
"Clements","MD",-76.6875,38.3125
"Cobb Island","MD",-76.8125,38.3125
"Coltons Point","MD",-76.8125,38.3125
"Compton","MD",-76.6875,38.3125
"Dameron","MD",-76.4375,38.1875
"Dowell","MD",-76.4375,38.3125
"Drayden","MD",-76.4375,38.1875
"Faulkner","MD",-76.9375,38.4375
"Great Mills","MD",-76.4375,38.3125
"Helen","MD",-76.5625,38.3125
"Hollywood","MD",-76.5625,38.3125
"Hughesville","MD",-76.8125,38.5625
"Huntingtown","MD",-76.5625,38.5625
"Indian Head","MD",-77.1875,38.5625
"Ironsides","MD",-77.1875,38.5625
"Issue","MD",-76.8125,38.3125
"La Plata","MD",-76.9375,38.5625
"Leonardtown","MD",-76.6875,38.3125
"Lexington Park","MD",-76.4375,38.1875
"Loveville","MD",-76.6875,38.3125
"Lusby","MD",-76.4375,38.3125
"Marbury","MD",-77.1875,38.5625
"Mechanicsville","MD",-76.6875,38.4375
"Morganza","MD",-76.6875,38.3125
"Mount Victoria","MD",-76.8125,38.3125
"Nanjemoy","MD",-77.1875,38.4375
"Newburg","MD",-76.8125,38.3125
"Park Hall","MD",-76.4375,38.1875
"Patuxent River","MD",-76.4375,38.3125
"Piney Point","MD",-76.4375,38.1875
"Pomfret","MD",-77.0625,38.5625
"Port Republic","MD",-76.5625,38.4375
"Port Tobacco","MD",-77.0625,38.5625
"Prince Frederick","MD",-76.5625,38.5625
"Ridge","MD",-76.4375,38.1875
"Rock Point","MD",-76.8125,38.3125
"Saint Inigoes","MD",-76.4375,38.1875
"Saint Leonard","MD",-76.5625,38.4375
"Saint Marys City","MD",-76.4375,38.1875
"Scotland","MD",-76.4375,38.1875
"Solomons","MD",-76.4375,38.3125
"Sunderland","MD",-76.5625,38.6875
"Tall Timbers","MD",-76.4375,38.1875
"Valley Lee","MD",-76.4375,38.1875
"Welcome","MD",-77.0625,38.4375
"White Plains","MD",-76.9375,38.5625
"Southern Md Facility","MD",-76.9375,38.8125
"Annapolis Junction","MD",-76.8125,39.1875
"Lanham","MD",-76.9375,38.8125
"Beltsville","MD",-76.9375,38.8125
"Laurel","MD",-76.8125,39.0625
"Bladensburg","MD",-76.9375,38.9375
"Lothian","MD",-76.6875,38.8125
"Mount Rainier","MD",-76.9375,38.9375
"North Beach","MD",-76.5625,38.6875
"Bowie","MD",-76.6875,38.9375
"Brentwood","MD",-76.9375,38.9375
"Capitol Heights","MD",-76.9375,38.8125
"Chesapeake Beach","MD",-76.5625,38.6875
"Churchton","MD",-76.5625,38.8125
"Clinton","MD",-76.9375,38.8125
"Owings","MD",-76.5625,38.6875
"Riverdale","MD",-76.9375,38.9375
"College Park","MD",-76.9375,38.9375
"Fort Washington","MD",-76.9375,38.8125
"Oxon Hill","MD",-76.9375,38.8125
"Suitland","MD",-76.9375,38.8125
"District Heights","MD",-76.9375,38.8125
"Temple Hills","MD",-76.9375,38.8125
"Deale","MD",-76.5625,38.8125
"Dunkirk","MD",-76.6875,38.6875
"Fort George G Meade","MD",-76.6875,39.0625
"Friendship","MD",-76.5625,38.6875
"Fulton","MD",-76.9375,39.1875
"Andrews Air Force Base","MD",-76.9375,38.8125
"Savage","MD",-76.8125,39.1875
"Shady Side","MD",-76.5625,38.8125
"Galesville","MD",-76.5625,38.8125
"Greenbelt","MD",-76.9375,38.8125
"Glenn Dale","MD",-76.8125,38.9375
"Upper Marlboro","MD",-76.8125,38.8125
"Harwood","MD",-76.5625,38.8125
"Highland","MD",-76.9375,39.1875
"West River","MD",-76.5625,38.8125
"Tracys Landing","MD",-76.5625,38.8125
"Hyattsville","MD",-76.9375,38.9375
"Jessup","MD",-76.8125,39.1875
"Bethesda","MD",-77.0625,38.9375
"Glen Echo","MD",-77.1875,38.9375
"Chevy Chase","MD",-77.0625,38.9375
"Cabin John","MD",-77.1875,38.9375
"Olney","MD",-77.0625,39.1875
"Brookeville","MD",-77.0625,39.1875
"Poolesville","MD",-77.4375,39.1875
"Barnesville","MD",-77.4375,39.1875
"Beallsville","MD",-77.4375,39.1875
"Boyds","MD",-77.3125,39.1875
"Dickerson","MD",-77.4375,39.1875
"Rockville","MD",-77.1875,39.1875
"Potomac","MD",-77.1875,39.0625
"Derwood","MD",-77.1875,39.1875
"Sandy Spring","MD",-77.0625,39.1875
"Ashton","MD",-76.9375,39.1875
"Brinklow","MD",-77.0625,39.1875
"Burtonsville","MD",-76.9375,39.0625
"Spencerville","MD",-76.9375,39.1875
"Clarksburg","MD",-77.3125,39.3125
"Damascus","MD",-77.1875,39.3125
"Germantown","MD",-77.3125,39.1875
"Gaithersburg","MD",-77.1875,39.1875
"Washington Grove","MD",-77.1875,39.1875
"Montgomery Village","MD",-77.1875,39.1875
"Kensington","MD",-77.1875,39.1875
"Garrett Park","MD",-77.0625,39.0625
"Suburb Maryland Fac","MD",-77.1875,39.1875
"Silver Spring","MD",-77.0625,39.0625
"Takoma Park","MD",-77.0625,38.9375
"Aberdeen","MD",-76.1875,39.5625
"Perryman","MD",-76.1875,39.4375
"Bel Air South","MD",-76.3125,39.5625
"Aberdeen Proving Ground","MD",-76.1875,39.4375
"Abingdon","MD",-76.3125,39.4375
"Gunpowder","MD",-76.3125,39.4375
"Arnold","MD",-76.5625,39.0625
"Baldwin","MD",-76.4375,39.5625
"Bel Air","MD",-76.3125,39.5625
"Belcamp","MD",-76.1875,39.4375
"Benson","MD",-76.4375,39.5625
"Boring","MD",-76.8125,39.5625
"Brooklandville","MD",-76.6875,39.4375
"Butler","MD",-76.6875,39.5625
"Chase","MD",-76.5625,39.4375
"Churchville","MD",-76.1875,39.5625
"Clarksville","MD",-76.9375,39.1875
"Cockeysville","MD",-76.6875,39.4375
"Hunt Valley","MD",-76.6875,39.4375
"Crownsville","MD",-76.5625,39.0625
"Darlington","MD",-76.1875,39.6875
"Davidsonville","MD",-76.6875,38.9375
"Dayton","MD",-76.9375,39.1875
"Edgewater","MD",-76.5625,38.9375
"Edgewood","MD",-76.3125,39.4375
"Ellicott City","MD",-76.9375,39.1875
"Columbia","MD",-76.9375,39.1875
"Fallston","MD",-76.4375,39.5625
"Finksburg","MD",-76.9375,39.5625
"Forest Hill","MD",-76.4375,39.5625
"Fork","MD",-76.4375,39.4375
"Fort Howard","MD",-76.5625,39.1875
"Freeland","MD",-76.6875,39.6875
"Gambrills","MD",-76.6875,39.0625
"Garrison","MD",-76.5625,39.4375
"Gibson Island","MD",-76.5625,39.0625
"Glen Arm","MD",-76.4375,39.4375
"Glen Burnie","MD",-76.5625,39.1875
"Glyndon","MD",-76.8125,39.4375
"Hampstead","MD",-76.8125,39.5625
"Elkridge","MD",-76.8125,39.1875
"Hanover","MD",-76.6875,39.1875
"Harmans","MD",-76.6875,39.1875
"Havre De Grace","MD",-76.0625,39.5625
"Henryton","MD",-77.0625,39.5625
"Hydes","MD",-76.4375,39.4375
"Jarrettsville","MD",-76.4375,39.5625
"Joppa","MD",-76.3125,39.4375
"Kingsville","MD",-76.4375,39.4375
"Lineboro","MD",-77.0625,39.5625
"Linthicum Heights","MD",-76.6875,39.1875
"Long Green","MD",-76.5625,39.4375
"Lutherville Timonium","MD",-76.6875,39.4375
"Manchester","MD",-76.8125,39.6875
"Marriottsville","MD",-76.9375,39.3125
"Maryland Line","MD",-76.6875,39.6875
"Mayo","MD",-76.5625,38.9375
"Millersville","MD",-76.5625,39.0625
"Monkton","MD",-76.5625,39.5625
"Odenton","MD",-76.6875,39.0625
"Crofton","MD",-76.6875,39.0625
"Owings Mills","MD",-76.8125,39.4375
"Parkton","MD",-76.6875,39.6875
"Pasadena","MD",-76.5625,39.1875
"Perry Hall","MD",-76.4375,39.4375
"Phoenix","MD",-76.5625,39.5625
"Pylesville","MD",-76.4375,39.6875
"Randallstown","MD",-76.8125,39.4375
"Reisterstown","MD",-76.8125,39.4375
"Riderwood","MD",-76.5625,39.4375
"Riva","MD",-76.5625,38.9375
"Severn","MD",-76.6875,39.1875
"Severna Park","MD",-76.5625,39.0625
"Simpsonville","MD",-76.9375,39.1875
"Sparks Glencoe","MD",-76.6875,39.5625
"Stevenson","MD",-76.6875,39.4375
"Street","MD",-76.3125,39.6875
"Upperco","MD",-76.8125,39.5625
"Upper Falls","MD",-76.4375,39.4375
"Westminster","MD",-76.9375,39.5625
"Whiteford","MD",-76.3125,39.6875
"White Hall","MD",-76.5625,39.6875
"White Marsh","MD",-76.4375,39.4375
"Woodstock","MD",-76.8125,39.3125
"New Windsor","MD",-77.0625,39.5625
"Baltimore","MD",-76.5625,39.3125
"Towson","MD",-76.6875,39.4375
"Gwynn Oak","MD",-76.6875,39.3125
"Pikesville","MD",-76.6875,39.4375
"Sparrows Point","MD",-76.4375,39.3125
"Middle River","MD",-76.4375,39.3125
"Essex","MD",-76.4375,39.3125
"Dundalk","MD",-76.5625,39.3125
"Brooklyn","MD",-76.5625,39.1875
"Curtis Bay","MD",-76.5625,39.1875
"Halethorpe","MD",-76.6875,39.1875
"Catonsville","MD",-76.6875,39.3125
"Parkville","MD",-76.5625,39.4375
"Nottingham","MD",-76.4375,39.4375
"Rosedale","MD",-76.5625,39.3125
"Windsor Mill","MD",-76.8125,39.3125
"Annapolis","MD",-76.5625,38.9375
"Cumberland","MD",-78.6875,39.5625
"Accident","MD",-79.3125,39.6875
"Barton","MD",-79.0625,39.5625
"Bittinger","MD",-79.1875,39.5625
"Bloomington","MD",-79.0625,39.4375
"Corriganville","MD",-78.8125,39.6875
"Eckhart Mines","MD",-78.9375,39.6875
"Ellerslie","MD",-78.8125,39.6875
"Flintstone","MD",-78.5625,39.6875
"Friendsville","MD",-79.4375,39.6875
"Frostburg","MD",-78.9375,39.6875
"Grantsville","MD",-79.1875,39.6875
"Kitzmiller","MD",-79.1875,39.4375
"Lonaconing","MD",-78.9375,39.5625
"Luke","MD",-79.0625,39.4375
"McHenry","MD",-79.3125,39.5625
"Midland","MD",-78.9375,39.5625
"Midlothian","MD",-78.9375,39.6875
"Mount Savage","MD",-78.8125,39.6875
"Oakland","MD",-79.4375,39.4375
"Oldtown","MD",-78.5625,39.5625
"Pinto","MD",-78.8125,39.5625
"Rawlings","MD",-78.9375,39.5625
"Spring Gap","MD",-78.6875,39.5625
"Swanton","MD",-79.1875,39.4375
"Westernport","MD",-79.0625,39.4375
"Easton","MD",-76.0625,38.8125
"Barclay","MD",-75.8125,39.1875
"Bethlehem","MD",-75.9375,38.6875
"Betterton","MD",-76.0625,39.3125
"Bozman","MD",-76.1875,38.8125
"Cambridge","MD",-76.0625,38.5625
"Centreville","MD",-76.0625,39.0625
"Chester","MD",-76.1875,38.8125
"Chestertown","MD",-76.0625,39.1875
"Church Creek","MD",-76.1875,38.4375
"Church Hill","MD",-75.9375,39.0625
"Claiborne","MD",-76.1875,38.8125
"Cordova","MD",-75.9375,38.9375
"Crapo","MD",-76.0625,38.3125
"Crocheron","MD",-76.0625,38.3125
"Crumpton","MD",-75.9375,39.1875
"Denton","MD",-75.8125,38.8125
"East New Market","MD",-75.9375,38.5625
"Federalsburg","MD",-75.8125,38.6875
"Fishing Creek","MD",-76.0625,38.3125
"Galena","MD",-75.8125,39.3125
"Goldsboro","MD",-75.8125,39.0625
"Grasonville","MD",-76.0625,38.9375
"Greensboro","MD",-75.8125,38.9375
"Henderson","MD",-75.8125,39.0625
"Hillsboro","MD",-75.9375,38.9375
"Hurlock","MD",-75.8125,38.6875
"Ingleside","MD",-75.8125,39.0625
"Kennedyville","MD",-75.9375,39.3125
"Mcdaniel","MD",-76.1875,38.8125
"Madison","MD",-76.1875,38.4375
"Marydel","MD",-75.8125,39.0625
"Massey","MD",-75.8125,39.3125
"Millington","MD",-75.8125,39.3125
"Neavitt","MD",-76.1875,38.8125
"Newcomb","MD",-76.1875,38.8125
"Oxford","MD",-76.0625,38.6875
"Preston","MD",-75.9375,38.6875
"Price","MD",-76.0625,39.0625
"Queen Anne","MD",-75.9375,38.9375
"Queenstown","MD",-76.0625,38.9375
"Rhodesdale","MD",-75.8125,38.5625
"Ridgely","MD",-75.9375,38.9375
"Rock Hall","MD",-76.1875,39.1875
"Royal Oak","MD",-76.1875,38.8125
"Saint Michaels","MD",-76.1875,38.8125
"Secretary","MD",-75.9375,38.5625
"Sherwood","MD",-76.1875,38.8125
"Stevensville","MD",-76.5625,38.9375
"Still Pond","MD",-76.0625,39.3125
"Sudlersville","MD",-75.8125,39.1875
"Taylors Island","MD",-76.1875,38.4375
"Templeville","MD",-75.8125,38.9375
"Tilghman","MD",-76.1875,38.8125
"Toddville","MD",-76.0625,38.3125
"Trappe","MD",-76.0625,38.6875
"Wingate","MD",-76.0625,38.3125
"Wittman","MD",-76.1875,38.8125
"Woolford","MD",-76.1875,38.5625
"Worton","MD",-76.0625,39.3125
"Wye Mills","MD",-76.0625,38.9375
"Frederick","MD",-77.4375,39.4375
"Adamstown","MD",-77.4375,39.3125
"Big Pool","MD",-78.0625,39.6875
"Boonsboro","MD",-77.6875,39.5625
"Braddock Heights","MD",-77.5625,39.4375
"Brownsville","MD",-77.6875,39.4375
"Brunswick","MD",-77.5625,39.3125
"Buckeystown","MD",-77.4375,39.3125
"Burkittsville","MD",-77.6875,39.4375
"Cascade","MD",-77.4375,39.6875
"Cavetown","MD",-77.5625,39.6875
"Chewsville","MD",-77.6875,39.6875
"Clear Spring","MD",-77.9375,39.6875
"Cooksville","MD",-77.0625,39.3125
"Emmitsburg","MD",-77.3125,39.6875
"Fairplay","MD",-77.8125,39.5625
"Funkstown","MD",-77.6875,39.5625
"Gapland","MD",-77.9375,39.5625
"Glenelg","MD",-76.9375,39.3125
"Glenwood","MD",-77.0625,39.3125
"Hagerstown","MD",-77.6875,39.6875
"Hancock","MD",-78.1875,39.6875
"Ijamsville","MD",-77.3125,39.3125
"Jefferson","MD",-77.5625,39.3125
"Keedysville","MD",-77.6875,39.4375
"Keymar","MD",-77.3125,39.5625
"Knoxville","MD",-77.6875,39.3125
"Ladiesburg","MD",-77.3125,39.5625
"Libertytown","MD",-77.1875,39.4375
"Linwood","MD",-77.0625,39.5625
"Lisbon","MD",-77.0625,39.3125
"Little Orleans","MD",-78.4375,39.6875
"Maugansville","MD",-77.6875,39.6875
"Middletown","MD",-77.5625,39.4375
"Monrovia","MD",-77.1875,39.3125
"Mount Airy","MD",-77.1875,39.4375
"Myersville","MD",-77.5625,39.5625
"New Market","MD",-77.3125,39.4375
"New Midway","MD",-77.3125,39.5625
"Point Of Rocks","MD",-77.5625,39.3125
"Rocky Ridge","MD",-77.3125,39.5625
"Rohrersville","MD",-77.6875,39.4375
"Sabillasville","MD",-77.4375,39.6875
"Saint James","MD",-77.8125,39.5625
"Sharpsburg","MD",-77.8125,39.4375
"Smithsburg","MD",-77.5625,39.6875
"Sykesville","MD",-76.9375,39.4375
"Taneytown","MD",-77.1875,39.6875
"Thurmont","MD",-77.4375,39.5625
"Tuscarora","MD",-77.4375,39.3125
"Union Bridge","MD",-77.1875,39.5625
"Unionville","MD",-77.4375,39.4375
"Walkersville","MD",-77.3125,39.4375
"West Friendship","MD",-76.9375,39.3125
"Williamsport","MD",-77.8125,39.5625
"Woodbine","MD",-77.0625,39.3125
"Woodsboro","MD",-77.3125,39.5625
"Salisbury","MD",-75.5625,38.3125
"Allen","MD",-75.6875,38.3125
"Berlin","MD",-75.1875,38.3125
"Bishopville","MD",-75.1875,38.4375
"Bivalve","MD",-75.9375,38.3125
"Crisfield","MD",-75.8125,38.0625
"Deal Island","MD",-75.8125,38.1875
"Eden","MD",-75.6875,38.3125
"Ewell","MD",-75.8125,38.0625
"Fruitland","MD",-75.5625,38.3125
"Girdletree","MD",-75.4375,38.0625
"Hebron","MD",-75.6875,38.4375
"Linkwood","MD",-75.9375,38.5625
"Manokin","MD",-75.6875,38.0625
"Mardela Springs","MD",-75.6875,38.4375
"Marion Station","MD",-75.6875,38.0625
"Nanticoke","MD",-75.9375,38.3125
"Newark","MD",-75.3125,38.1875
"Ocean City","MD",-75.1875,38.4375
"Parsonsburg","MD",-75.4375,38.3125
"Pittsville","MD",-75.4375,38.4375
"Pocomoke City","MD",-75.5625,38.0625
"Powellville","MD",-75.6875,38.4375
"Princess Anne","MD",-75.6875,38.1875
"Quantico","MD",-75.8125,38.3125
"Rehobeth","MD",-75.8125,38.0625
"Sharptown","MD",-75.6875,38.5625
"Showell","MD",-75.1875,38.4375
"Snow Hill","MD",-75.4375,38.1875
"Stockton","MD",-75.4375,38.0625
"Tyaskin","MD",-75.9375,38.3125
"Tylerton","MD",-75.8125,38.0625
"Upper Fairmount","MD",-75.8125,38.0625
"Fairmount","MD",-75.8125,38.0625
"Vienna","MD",-75.8125,38.4375
"Wenona","MD",-75.8125,38.0625
"Westover","MD",-75.6875,38.0625
"Whaleyville","MD",-75.3125,38.4375
"Willards","MD",-75.3125,38.4375
"Delmar","MD",-75.5625,38.4375
"North East","MD",-75.9375,39.5625
"Perry Point","MD",-76.0625,39.5625
"Perryville","MD",-76.0625,39.5625
"Port Deposit","MD",-76.0625,39.5625
"Rising Sun","MD",-76.0625,39.6875
"Warwick","MD",-75.8125,39.4375
"Cecilton","MD",-75.8125,39.4375
"Charlestown","MD",-75.9375,39.5625
"Chesapeake City","MD",-75.8125,39.5625
"Childs","MD",-75.9375,39.5625
"Colora","MD",-76.0625,39.6875
"Conowingo","MD",-76.1875,39.6875
"Earleville","MD",-75.9375,39.4375
"Elk Mills","MD",-75.8125,39.6875
"Elkton","MD",-75.8125,39.6875
"Georgetown","MD",-75.9375,39.3125
"Annandale","VA",-77.1875,38.8125
"Burke","VA",-77.3125,38.8125
"Dumfries","VA",-77.3125,38.5625
"Dunn Loring","VA",-77.1875,38.9375
"Fairfax","VA",-77.3125,38.8125
"Fairfax Station","VA",-77.3125,38.8125
"Falls Church","VA",-77.1875,38.9375
"Fort Belvoir","VA",-77.1875,38.6875
"Great Falls","VA",-77.3125,39.0625
"Greenway","VA",-77.1875,38.9375
"Lorton","VA",-77.1875,38.6875
"Merrifield","VA",-77.1875,38.8125
"McLean","VA",-77.1875,38.9375
"West Mclean","VA",-77.3125,38.8125
"Mc Lean","VA",-77.1875,38.9375
"Mount Vernon","VA",-77.4375,38.8125
"Newington","VA",-77.3125,38.8125
"Oakton","VA",-77.3125,38.9375
"Occoquan","VA",-77.3125,38.6875
"Quantico","VA",-77.3125,38.5625
"Springfield","VA",-77.1875,38.8125
"Triangle","VA",-77.3125,38.5625
"Vienna","VA",-77.3125,38.9375
"Woodbridge","VA",-77.3125,38.6875
"Arlington","VA",-77.0625,38.9375
"Ft Myer","VA",-77.0625,38.9375
"Alexandria","VA",-77.0625,38.8125
"Fishersville","VA",-78.9375,38.0625
"Fredericksburg","VA",-77.4375,38.3125
"Bowling Green","VA",-77.3125,38.0625
"Brooke","VA",-77.4375,38.4375
"Burgess","VA",-76.3125,37.8125
"Burr Hill","VA",-77.8125,38.3125
"Callao","VA",-76.5625,37.9375
"Caret","VA",-77.0625,38.0625
"Center Cross","VA",-76.8125,37.8125
"Champlain","VA",-77.0625,38.0625
"Coles Point","VA",-76.8125,38.0625
"Colonial Beach","VA",-76.9375,38.1875
"Corbin","VA",-77.4375,38.1875
"Dahlgren","VA",-77.0625,38.3125
"Dogue","VA",-77.1875,38.3125
"Dunnsville","VA",-76.8125,37.8125
"Edwardsville","VA",-76.4375,37.8125
"Farnham","VA",-76.5625,37.8125
"Garrisonville","VA",-77.4375,38.4375
"Hague","VA",-76.6875,38.0625
"Hartwood","VA",-77.5625,38.4375
"Haynesville","VA",-76.6875,37.9375
"Heathsville","VA",-76.4375,37.9375
"Hustle","VA",-77.0625,38.0625
"Irvington","VA",-76.4375,37.6875
"Jersey","VA",-77.1875,38.3125
"Kilmarnock","VA",-76.3125,37.8125
"King George","VA",-77.1875,38.3125
"Kinsale","VA",-76.5625,38.0625
"Ladysmith","VA",-77.5625,38.0625
"Lancaster","VA",-76.4375,37.6875
"Laneview","VA",-76.8125,37.8125
"Lively","VA",-76.4375,37.8125
"Locust Grove","VA",-77.8125,38.3125
"Loretto","VA",-77.0625,38.0625
"Lottsburg","VA",-76.4375,37.9375
"Merry Point","VA",-76.5625,37.8125
"Milford","VA",-77.3125,37.9375
"Mollusk","VA",-76.5625,37.8125
"Montross","VA",-76.8125,38.0625
"Morattico","VA",-76.5625,37.8125
"Mount Holly","VA",-76.6875,38.0625
"Ninde","VA",-77.1875,38.3125
"Nuttsville","VA",-76.4375,37.6875
"Oldhams","VA",-76.6875,38.0625
"Ophelia","VA",-76.3125,37.8125
"Partlow","VA",-77.6875,38.0625
"Port Royal","VA",-77.1875,38.1875
"Rappahannock Academy","VA",-77.3125,38.1875
"Reedville","VA",-76.3125,37.8125
"Rhoadesville","VA",-77.9375,38.3125
"Rollins Fork","VA",-77.1875,38.3125
"Ruby","VA",-77.5625,38.5625
"Ruther Glen","VA",-77.4375,37.9375
"Sealston","VA",-77.1875,38.3125
"Sharps","VA",-76.8125,37.8125
"Spotsylvania","VA",-77.6875,38.1875
"Sparta","VA",-77.1875,38.0625
"Stafford","VA",-77.4375,38.4375
"Stratford","VA",-76.8125,38.0625
"Tappahannock","VA",-76.9375,37.9375
"Thornburg","VA",-77.5625,38.1875
"Unionville","VA",-77.9375,38.1875
"Village","VA",-76.5625,37.9375
"Warsaw","VA",-76.8125,37.9375
"Weems","VA",-76.4375,37.6875
"Sandy Point","VA",-76.5625,38.0625
"White Stone","VA",-76.4375,37.6875
"Wicomico Church","VA",-76.3125,37.8125
"Woodford","VA",-77.4375,38.0625
"Zacata","VA",-76.8125,38.0625
"Winchester","VA",-78.1875,39.1875
"Newport News","VA",-77.3125,38.0625
"Bentonville","VA",-78.3125,38.8125
"Berryville","VA",-77.9375,39.1875
"Boyce","VA",-78.0625,39.0625
"Brucetown","VA",-78.0625,39.3125
"Chester Gap","VA",-78.1875,38.8125
"Clear Brook","VA",-78.0625,39.3125
"Cross Junction","VA",-78.3125,39.3125
"Fishers Hill","VA",-78.4375,38.9375
"Flint Hill","VA",-78.0625,38.8125
"Front Royal","VA",-78.1875,38.9375
"Gore","VA",-78.3125,39.1875
"Hume","VA",-78.0625,38.8125
"Huntly","VA",-78.1875,38.8125
"Strasburg","VA",-78.4375,39.0625
"Linden","VA",-78.0625,38.9375
"Markham","VA",-77.9375,38.9375
"Maurertown","VA",-78.4375,38.9375
"Middletown","VA",-78.3125,39.0625
"Millwood","VA",-78.0625,39.0625
"Rileyville","VA",-78.3125,38.8125
"Fort Valley","VA",-78.4375,38.8125
"Star Tannery","VA",-78.4375,39.0625
"Stephens City","VA",-78.1875,39.0625
"Stephenson","VA",-78.0625,39.1875
"Toms Brook","VA",-78.4375,38.9375
"White Post","VA",-78.0625,39.0625
"Woodstock","VA",-78.5625,38.9375
"Culpeper","VA",-77.9375,38.4375
"Aroda","VA",-78.1875,38.3125
"Banco","VA",-78.3125,38.4375
"Bealeton","VA",-77.8125,38.5625
"Boston","VA",-78.1875,38.5625
"Brandy Station","VA",-77.9375,38.5625
"Brightwood","VA",-78.1875,38.4375
"Castleton","VA",-78.0625,38.6875
"Elkwood","VA",-77.8125,38.4375
"Etlan","VA",-78.3125,38.5625
"Goldvein","VA",-77.6875,38.4375
"Graves Mill","VA",-78.3125,38.4375
"Haywood","VA",-78.1875,38.4375
"Hood","VA",-78.4375,38.3125
"Jeffersonton","VA",-77.9375,38.6875
"Leon","VA",-78.3125,38.4375
"Lignum","VA",-77.8125,38.4375
"Madison","VA",-78.3125,38.4375
"Midland","VA",-77.6875,38.5625
"Mitchells","VA",-78.0625,38.3125
"Oakpark","VA",-78.1875,38.3125
"Pratts","VA",-78.3125,38.3125
"Radiant","VA",-78.1875,38.3125
"Rapidan","VA",-78.0625,38.3125
"Remington","VA",-77.8125,38.5625
"Reva","VA",-78.1875,38.4375
"Richardsville","VA",-77.6875,38.4375
"Rixeyville","VA",-77.9375,38.5625
"Rochelle","VA",-78.3125,38.3125
"Somerville","VA",-77.5625,38.5625
"Sperryville","VA",-78.1875,38.6875
"Stevensburg","VA",-77.9375,38.4375
"Sumerduck","VA",-77.6875,38.4375
"Syria","VA",-78.3125,38.5625
"Viewtown","VA",-78.0625,38.6875
"Washington","VA",-78.1875,38.6875
"Wolftown","VA",-78.4375,38.3125
"Woodville","VA",-78.1875,38.6875
"Harrisonburg","VA",-78.9375,38.4375
"Basye","VA",-78.8125,38.8125
"Bergton","VA",-78.9375,38.8125
"Bridgewater","VA",-79.0625,38.4375
"Broadway","VA",-78.8125,38.5625
"Criders","VA",-79.0625,38.6875
"Dayton","VA",-78.9375,38.4375
"Edinburg","VA",-78.5625,38.8125
"Elkton","VA",-78.6875,38.4375
"Fulks Run","VA",-78.9375,38.6875
"Hinton","VA",-79.0625,38.5625
"Keezletown","VA",-78.8125,38.4375
"Lacey Spring","VA",-78.8125,38.5625
"Linville","VA",-78.8125,38.5625
"Luray","VA",-78.4375,38.6875
"McGaheysville","VA",-78.6875,38.4375
"Mount Crawford","VA",-78.9375,38.3125
"Mount Jackson","VA",-78.6875,38.8125
"Mount Solon","VA",-79.0625,38.3125
"New Market","VA",-78.6875,38.6875
"Orkney Springs","VA",-78.8125,38.8125
"Penn Laird","VA",-78.8125,38.3125
"Quicksburg","VA",-78.6875,38.6875
"Pleasant Valley","VA",-78.9375,38.4375
"Shenandoah","VA",-78.5625,38.4375
"Singers Glen","VA",-78.9375,38.5625
"Stanley","VA",-78.5625,38.5625
"Timberville","VA",-78.8125,38.6875
"Waynesboro","VA",-78.9375,38.0625
"Charlottesville","VA",-78.5625,38.0625
"Afton","VA",-78.8125,37.9375
"Arrington","VA",-78.9375,37.6875
"Barboursville","VA",-78.3125,38.1875
"Batesville","VA",-78.6875,38.0625
"Covesville","VA",-78.6875,37.9375
"Crozet","VA",-78.6875,38.0625
"Dyke","VA",-78.5625,38.3125
"Earlysville","VA",-78.4375,38.1875
"Esmont","VA",-78.5625,37.8125
"Faber","VA",-78.8125,37.8125
"Free Union","VA",-78.5625,38.1875
"Gordonsville","VA",-78.1875,38.1875
"Greenwood","VA",-78.8125,38.0625
"Ivy","VA",-78.5625,38.0625
"Keene","VA",-78.5625,37.8125
"Keswick","VA",-78.3125,38.0625
"Locust Dale","VA",-78.0625,38.3125
"Lovingston","VA",-78.9375,37.8125
"Lyndhurst","VA",-78.9375,37.9375
"Madison Mills","VA",-78.3125,38.4375
"Massies Mill","VA",-79.0625,37.8125
"Montpelier Station","VA",-78.1875,38.1875
"Nellysford","VA",-78.9375,37.9375
"North Garden","VA",-78.6875,37.9375
"Orange","VA",-78.0625,38.1875
"Palmyra","VA",-78.3125,37.8125
"Piney River","VA",-78.9375,37.6875
